t,inf-count-mean,inf-count-std,inf-count-list,radius-mean(um),radius-std(um),radius-list(um),area-mean(um2),area-std(um2),area-list(um2),radial-velocity-mean(um/min),radial-velocity-std(um/min),radial-velocity-list(um/min)
25.0,40.54545454545455,24.569752283503536,"[66, 25, 14, 51, 47, 45, 26, 38, 14, 24, 96]",128.78515327981856,43.358738968186714,"[162.07633340279406, 78.68156281145285, 64.60977550684343, 168.2028299846888, 132.579042446141, 160.05842942467592, 95.51984789597097, 189.26103901156563, 85.3342677193339, 98.40785078471882, 181.90570708981852]",50480.20649988202,31636.328933268825,"[74679.82736733343, 18640.69623133199, 11942.611400128633, 69410.05615722275, 47320.17627363946, 79408.46425294789, 25913.154882848434, 78072.48934121277, 15292.821138204228, 25165.280982754877, 109436.69347107777]",0.06389551583673882,0.013289562430576222,"[0.06427974972050687, 0.04772437663184763, 0.05779479320488203, 0.05500579894660015, 0.05865745379785483, 0.05579769853785103, 0.053063893511571834, 0.09202472826570984, 0.0724957510854597, 0.08571905000741306, 0.060287380494430096]"
25.17,41.81818181818182,25.035247879013227,"[68, 25, 14, 55, 50, 45, 27, 39, 15, 25, 97]",134.20904543283172,46.7645922856444,"[156.7006678534385, 79.07830737292255, 65.00392239811583, 174.5744256362847, 175.63367666927064, 160.48054027053843, 95.62609186620752, 191.6676730320867, 86.4756530302802, 98.8328458168499, 192.22569581515413]",54034.402868635654,32956.362936339516,"[72872.43957488357, 18712.88018241765, 12010.360608117677, 76584.49016362848, 78640.53190276521, 79988.68877785107, 25960.673680545864, 78758.58780021418, 15755.07056553919, 25349.491876668613, 109745.21642236077]",0.06486428807213779,0.015556535240595304,"[0.07065624642222977, 0.04637655802486988, 0.05754707647328076, 0.05468166635184195, 0.05775227368038162, 0.05487899733236814, 0.048716681787384905, 0.08914373711295841, 0.07134092203702777, 0.09783309290592096, 0.06457991666525162]"
25.33,42.63636363636363,26.882234755588037,"[69, 24, 14, 57, 50, 45, 27, 39, 15, 25, 104]",131.79412919860115,48.12358296825934,"[157.06952760511928, 77.21431121007375, 65.1573263164538, 175.5059015199505, 172.6448995317862, 125.46861124145032, 95.65493252437525, 205.65647944596756, 86.35698467690945, 96.297287277612, 192.70915983491486]",50870.62709602031,32690.353272912762,"[73241.72487001285, 16753.99659524784, 12083.248028992519, 77564.168480567, 77363.6459431722, 44354.837006143265, 25952.82197083957, 79205.84890338912, 15954.378158023768, 24611.532256877865, 112490.69584295739]",0.06246181077772664,0.014761773787946119,"[0.05887066004559246, 0.0468331856955781, 0.05281119831149569, 0.06904544041357093, 0.056892581445796994, 0.05010166396884007, 0.044996506193183176, 0.08498437782307058, 0.06502663911398654, 0.09408078111656715, 0.06343688442731137]"
25.5,43.90909090909091,27.22665805953623,"[70, 25, 14, 59, 50, 50, 27, 42, 15, 26, 105]",129.6599745169175,45.40629521246731,"[163.34385006818331, 80.79171934001185, 65.49628297343196, 182.50096748032956, 138.00692415464206, 127.05899042547753, 96.09908799447592, 194.83869198522012, 86.19103194779669, 99.1963001919412, 192.73587312458227]",49548.835405654114,31768.715183935237,"[75982.6775376338, 19306.476528845804, 12112.065703589624, 78471.02187275616, 48898.75583201655, 48912.57025280418, 26171.52434788135, 80889.0833125935, 15774.515811847275, 25652.092021738576, 112866.40624048837]",0.06270688524598698,0.014698396087444844,"[0.05693935951776089, 0.04512910240823505, 0.05401683924680262, 0.07049786190519261, 0.05481225440998263, 0.05719809308153871, 0.04812119178628431, 0.08861768328050999, 0.06354244080706159, 0.09270926617297366, 0.058191645089514646]"
25.67,45.72727272727273,28.281056943087926,"[75, 26, 15, 65, 51, 51, 27, 44, 16, 26, 107]",131.72826092401374,45.57745531601386,"[162.3107058356566, 83.90715427594395, 67.05361035731285, 191.5077690597179, 138.6579802479648, 127.50678944276432, 98.21378500529329, 196.6714386038884, 90.31179047624481, 99.9740235023232, 192.8958233570412]",51192.14358319578,32748.098729534297,"[78054.60030335683, 19935.058131923695, 12502.197648489242, 86492.19377685053, 49550.36553879245, 49285.86485592795, 27121.354719197723, 83056.97490367871, 16914.371979169744, 26145.13261471355, 114055.46494305323]",0.06235479840872078,0.012241894008945825,"[0.06077690165684191, 0.04850772398185396, 0.05289853738046767, 0.061988894355757454, 0.05518782266612647, 0.06497856880675008, 0.0499272943516742, 0.083590940213231, 0.06013997843321032, 0.08856652323987664, 0.05933959741013893]"
25.83,47.36363636363637,29.72969131112103,"[75, 27, 16, 73, 51, 51, 27, 46, 16, 27, 112]",135.00506643796828,43.743045061271765,"[162.6437899254189, 84.02480293974833, 91.7341319234423, 181.04647984420467, 139.29585444795143, 128.98040157935748, 98.38596595689278, 202.2877185994715, 90.21109879330197, 102.72505146048151, 203.72043534738043]",53621.20819359493,33688.65662901234,"[78543.4282305251, 20281.54818211164, 21529.56023273693, 86105.17703478107, 51097.63827075415, 49632.66852614768, 27252.8218223714, 89931.32874506617, 16944.221468589167, 27174.83183753778, 121340.0657789232]",0.061672592892098275,0.013842208587664778,"[0.06051119216012664, 0.04743244580452994, 0.04924870972459929, 0.05932737231707839, 0.052490973741927446, 0.06813335184202082, 0.04936705681840793, 0.0909886195112963, 0.05573592396634075, 0.08549541373478582, 0.05966746219196765]"
26.0,48.63636363636363,29.934170198195666,"[77, 29, 17, 75, 52, 53, 29, 47, 17, 26, 113]",137.03104000179272,42.87841367704443,"[162.45710993631383, 90.37596136343238, 100.94428497910472, 197.62550446677758, 139.73939286894645, 135.36481642386462, 100.01764926791867, 203.2460961113881, 88.9284915215325, 98.26492049277631, 190.37721258766442]",55464.772791210824,34603.43874235151,"[80340.84124417328, 22055.33567367383, 22384.638479747926, 91344.96128402892, 51576.77301346569, 52875.4322530879, 29308.531875942383, 93158.72335473404, 17796.181495079643, 25779.00785467515, 123492.07417471027]",0.061898144546807504,0.01520811051689351,"[0.05756303153095408, 0.048438762830643176, 0.052544154832176934, 0.05737973897954707, 0.04938825095255529, 0.06887400999189075, 0.05085796334569107, 0.09932106572422122, 0.05403080872597665, 0.08290927012354013, 0.05957253297768611]"
26.17,49.45454545454545,30.114327607846853,"[77, 30, 16, 76, 52, 53, 31, 48, 18, 28, 115]",134.91911404748964,44.12853925089496,"[167.10319792814823, 91.62014244465242, 71.18378519354727, 199.62431752455248, 139.87446705553631, 133.05386564209476, 107.78787139331472, 190.56532190231374, 86.16629924488191, 105.8389655215742, 191.29202067176996]",55901.07132752161,35948.22809456049,"[81176.05423586277, 23873.28281044596, 13214.076625452559, 91659.5337032862, 51571.937420298425, 53455.241639371285, 31017.79484194979, 98662.72238174951, 17888.480838328473, 27676.42091210335, 124716.23919388947]",0.061024834768014305,0.01311018625355329,"[0.053293410879572824, 0.06777543315538931, 0.04845046117086383, 0.058893442785921665, 0.05178434249450266, 0.06259553430640444, 0.04990464838270788, 0.09526318472187235, 0.051037105029752415, 0.07272669826250991, 0.05954892125866018]"
26.33,51.18181818181818,30.798760305629777,"[80, 31, 16, 79, 52, 58, 32, 49, 19, 30, 117]",137.31983616731125,44.713472350845805,"[167.5016336807754, 100.87733091526675, 68.28734616553953, 209.3232787992008, 143.16412929503022, 145.2022017690364, 108.66256950496421, 184.52038317354828, 86.27028930144293, 104.7181764274352, 191.99085880818424]",57277.15970762156,36170.7370966305,"[81591.57485381197, 27534.795192766604, 12742.907537247449, 95808.69341920533, 51629.67020756996, 57550.4661578574, 31698.94551922668, 98901.30988258934, 17755.95947342437, 29168.829484784103, 125665.60505535407]",0.061835482860418726,0.011825470250088918,"[0.05240474447055114, 0.07004424310903543, 0.0601974672146661, 0.056972655747717614, 0.05238734028319133, 0.0652709303233702, 0.05547086822401429, 0.09256024855522338, 0.04818923862529497, 0.06964041853701451, 0.05705215637452693]"
26.5,52.63636363636363,30.839172256313002,"[79, 35, 17, 83, 54, 61, 34, 48, 19, 31, 118]",140.6985362572863,44.330272112848995,"[167.2650410505731, 106.513451151276, 71.9012725296218, 212.35954394575407, 143.51408650399227, 147.99547956617747, 112.67511007292727, 184.52236997433803, 92.85706629637158, 106.80508927315344, 201.27538846596423]",58737.2057616212,36512.43336556877,"[80959.17095358367, 29219.692117038743, 13524.265782009308, 97500.43474206627, 54171.24089301931, 61102.776963450335, 32649.588843647398, 98432.54981110145, 17841.202482663644, 31043.72008414322, 129664.62070510986]",0.061477075479541156,0.010189907984435599,"[0.04981521956198186, 0.06834139158796622, 0.06724678067654041, 0.05608229821137713, 0.05168995284786414, 0.06023452152591583, 0.05190342992596899, 0.08419374293343551, 0.05525768752435044, 0.07337627318723246, 0.0581065322923197]"
26.67,54.27272727272727,31.420028354827778,"[84, 35, 19, 84, 58, 59, 36, 48, 20, 33, 121]",145.37315170477794,46.28384672787936,"[204.55350075489116, 108.50680948343457, 77.18414972111924, 201.66362440224376, 147.7307556000184, 143.64408087898846, 116.86775739321891, 195.74109867797242, 92.13006831579204, 108.18799365162238, 202.89482987325644]",63513.394639797414,39872.703186375096,"[122077.91263354727, 29283.833640425855, 15785.443509829573, 94746.48615509432, 59959.92234403284, 58658.27245029055, 36458.26473524241, 98142.92685961604, 19761.10918616526, 31505.866878433448, 132267.30264509385]",0.0597959886584959,0.010069702633550092,"[0.049797753488358576, 0.06080295274794032, 0.06714694938391953, 0.050979423895867, 0.05017855775745358, 0.060785941834172144, 0.05154734851880523, 0.08272684435574205, 0.05273854089696357, 0.07184373560548794, 0.059207826758744884]"
26.83,56.18181818181818,33.02973866629338,"[86, 35, 20, 89, 58, 61, 38, 50, 21, 33, 127]",150.67365742615618,45.54361309024228,"[209.85630538806416, 109.2973675551743, 85.74256076984531, 206.33175428612378, 148.77001813516588, 163.41047927801404, 122.90170990778869, 196.7856329307033, 101.88866032631954, 107.30895643378423, 205.11678667673502]",66645.52187080766,40962.161973855196,"[126798.67317545628, 29620.754813574702, 18064.13444308931, 102312.34245007174, 63056.98426347793, 65326.42451996932, 41242.85221159696, 99882.17989254695, 20097.528889362227, 31648.21468145007, 135050.6512382889]",0.062386455809384914,0.010247482521929242,"[0.050562539756447034, 0.06396028653608879, 0.06633737592500003, 0.0545975574255824, 0.05718735148116354, 0.061851450731061186, 0.05705404252573039, 0.07894480586574075, 0.055179398165194335, 0.08494786065410029, 0.055628344837125275]"
27.0,57.54545454545455,32.87054497985586,"[85, 36, 23, 89, 59, 63, 39, 52, 23, 34, 130]",148.7344731308495,38.44801755818982,"[178.87402317018524, 109.84304887577511, 91.28124924805526, 199.55500949158272, 147.1900990053893, 163.17339278934793, 132.44762948005638, 187.8342820847735, 112.1885210366592, 109.49572630962261, 204.19622294789733]",64511.96960002489,36473.858738242205,"[91969.44681368783, 29764.520890290732, 20868.27029742008, 103594.88564758646, 63139.87772790744, 67272.2593207117, 43745.304587928185, 99479.98255015949, 23405.32510646707, 32260.798297082307, 134130.9943610324]",0.06160745254292182,0.009201794284613108,"[0.0489369190270818, 0.06617026614076675, 0.07142546536635938, 0.05279475672645238, 0.053950388804786684, 0.05854052363605613, 0.06947102144606157, 0.07246561204440258, 0.05171236248515333, 0.07584904259707433, 0.05636561969794509]"
27.17,59.45454545454545,33.39869349649365,"[91, 37, 24, 91, 63, 65, 40, 52, 24, 36, 131]",150.18612646440147,40.794907998531265,"[197.42637265744995, 106.57373179485177, 95.34465737698932, 202.1093519266856, 149.6766237070201, 158.65929073911846, 128.4762959741289, 188.76535547245538, 112.37593792681275, 106.65805204079282, 205.98172149211115]",67793.12532314438,38146.27601874976,"[105843.72146997694, 30760.749513875526, 22397.81776133587, 109539.3068067467, 70355.89246404663, 68255.96888224671, 45681.79364135095, 100244.82147720052, 23493.1817780123, 33052.70912060197, 136098.41563919414]",0.0604506867020296,0.00970172369405044,"[0.04851461662346089, 0.07043646633016333, 0.06935057547672394, 0.05463824709487208, 0.04905425603433195, 0.05737880967160423, 0.06512758588079112, 0.07350354923587997, 0.05064372629712942, 0.07405927660583787, 0.05225044447153071]"
27.33,61.27272727272727,34.173354851670354,"[91, 38, 26, 91, 64, 70, 40, 52, 25, 40, 137]",158.42887635218324,37.21517367085659,"[197.11593685445686, 108.9577659270645, 160.31309938124042, 202.49642350327593, 153.9786389071425, 160.85729898663357, 133.29125821369175, 194.78905869231187, 109.26501156462527, 111.14340687236367, 210.50974097120925]",73075.23069565545,36736.803902796026,"[105445.5907365452, 32768.63825481414, 58348.98308168549, 109896.68546191567, 70978.16993884584, 72099.0190531169, 46067.28320396601, 102342.60566740009, 23673.517940573074, 36704.76325504579, 145502.28105830177]",0.05734632051203315,0.008383956665072155,"[0.04604478696320984, 0.0652554570342106, 0.052996110133405695, 0.05526752313803177, 0.04604850605350134, 0.05764398329964619, 0.06161970932324882, 0.0678185453971503, 0.04970350708022196, 0.07290914331350411, 0.055502253896234054]"
27.5,62.63636363636363,34.79158727989491,"[92, 40, 26, 93, 66, 69, 41, 53, 28, 40, 141]",161.7490747431774,39.66104656591114,"[197.88007202138297, 110.00353712995107, 161.38827418059344, 208.1033349774799, 156.87539929522305, 165.920741475122, 135.09963655620916, 203.60377123697572, 108.49133981704783, 112.10163487075013, 219.7720806142161]",73987.27652460783,37065.8159944091,"[106532.59330262073, 33381.66972666164, 59042.53889295605, 110407.8216578243, 72371.66691234848, 72184.25554466984, 47880.697022542954, 102388.61615724432, 24008.103031408456, 37366.34668462375, 148295.73283778565]",0.05986429151357171,0.013180418005498296,"[0.04834661424191778, 0.06964432081962993, 0.05050837992590991, 0.055101928204522165, 0.0459136879528219, 0.05963320832543726, 0.05988028092810438, 0.06892414452462653, 0.0507563560413669, 0.09440089441751084, 0.055397391267441295]"
27.67,64.27272727272727,35.52208020116758,"[92, 41, 28, 96, 67, 75, 42, 54, 28, 40, 144]",162.329374300317,41.34201499361478,"[191.3101109617784, 111.58837546896079, 110.07977879921667, 209.17183901372664, 155.22713362201347, 171.7683827195446, 194.3282433717113, 195.4987658780111, 109.48537177113766, 116.97030457295462, 220.1948111244316]",76090.81216959776,38946.370512683156,"[108946.3029221794, 33828.98832706915, 28344.611622866065, 110965.37222354244, 72271.90174098205, 75790.6820130826, 91062.0983958603, 103288.29994851978, 24271.623111185098, 39296.26310184974, 148932.79045843877]",0.05680152415956909,0.011507164877939458,"[0.04479502019593298, 0.05684663573677923, 0.05372092353718451, 0.053101232261986556, 0.0455324929634026, 0.056903721939898864, 0.05871699506210901, 0.06856606817889505, 0.044805456213046845, 0.08637231182739083, 0.05545590783863348]"
27.83,66.27272727272727,36.19969864264317,"[93, 43, 29, 103, 70, 79, 45, 54, 29, 39, 145]",161.59321974899743,40.892682326731055,"[192.07940005627725, 112.9009402455224, 107.99050009329116, 206.4532030317188, 158.197583197868, 170.91227200914412, 187.18737114757255, 195.76386522861478, 109.49625029828368, 115.9082132273386, 220.6358187033404]",77667.96013346553,39463.75874202387,"[110553.75488942795, 34215.60035261835, 29519.234063678676, 115144.31171340111, 76494.63889540908, 79436.28187699777, 93323.7596135627, 102946.94951412974, 24303.256548656853, 38727.21364259709, 149682.56035764157]",0.05657265576293613,0.010363250395420855,"[0.045268714188992885, 0.05750320487236556, 0.06343771610271087, 0.05142072022091173, 0.04444332132633449, 0.056179918265522974, 0.05797616685406408, 0.0673972675041126, 0.04503931725062848, 0.0804132182992505, 0.0532196485074032]"
28.0,67.54545454545455,37.31317096244605,"[97, 43, 29, 107, 70, 81, 45, 55, 29, 40, 147]",162.44725797836733,41.06255985243712,"[192.4725047917025, 112.40282799487983, 109.01831779256163, 213.18301977474644, 163.90226690203906, 171.95633306495805, 187.46430463378547, 188.86313904863965, 110.09914942108782, 116.45286830683175, 221.10510603080849]",78960.63928813903,40009.14370630466,"[111400.85037946353, 34838.90208931482, 30153.683588661734, 119666.0360092365, 77140.521327674, 82156.19694659482, 94117.8400768762, 104834.88815521367, 24424.746547543527, 39356.77016698729, 150476.5968819632]",0.05811106909161612,0.010993706221041323,"[0.045704623377032905, 0.058486488537875136, 0.06515100271410168, 0.057847430625205, 0.04737951814465818, 0.06632856900009179, 0.057454005731477756, 0.07099947833661424, 0.04125608314965389, 0.0787238228592511, 0.049890737531815735]"
28.17,69.0,37.77565353504821,"[99, 46, 32, 104, 69, 82, 44, 58, 29, 43, 153]",159.0254985583204,38.93580843121761,"[192.3838219999078, 119.69626532581637, 112.11291407898985, 212.74189973105555, 166.7302375134101, 175.07282689099208, 138.4463898210979, 194.74508613838094, 110.33637663936365, 116.0568977152173, 210.95776828729328]",77224.06839383535,40577.816216207895,"[111595.3113083223, 38610.97034644794, 31626.796550507264, 120214.89986219912, 78880.9644349817, 87958.26831747933, 52546.3560100148, 107513.98798041992, 24596.65162933583, 42110.420824209636, 153810.12506827113]",0.055606979008824504,0.009876897848671384,"[0.04515280770739312, 0.05407021621341969, 0.06103219806373962, 0.05790337662369892, 0.047145980685127445, 0.06069862349568247, 0.05549867567305773, 0.06651849358920721, 0.03955792776587419, 0.07564266804836703, 0.048455801231502164]"
28.33,71.54545454545455,40.01340684411573,"[102, 46, 33, 110, 73, 86, 45, 59, 29, 44, 160]",165.6248688318901,45.57515015230355,"[195.82265761123998, 120.28544286688876, 117.41432415139947, 213.40694257756155, 166.0642590501213, 176.1878851568213, 138.92420601607304, 248.05805986104355, 110.68780541154496, 119.4071325785851, 215.6148418695117]",85346.8547371339,49256.821546527026,"[115922.12244550308, 38757.97009216419, 33822.5460645405, 121190.3765466327, 80055.8204873026, 89817.0224102707, 53010.48596161649, 176730.1626636999, 24798.851666736005, 47790.60024042928, 156919.4435295775]",0.05568946294955845,0.010025000152769983,"[0.044377673263043614, 0.05702007690983357, 0.06242832138474426, 0.058450677506776294, 0.04695880314439012, 0.05852700018832237, 0.05559049517632114, 0.06761118986889326, 0.038828927871532, 0.07456617606870398, 0.04822475106258227]"
28.5,73.9090909090909,41.563095518631776,"[107, 49, 33, 119, 73, 87, 45, 61, 29, 47, 163]",184.73307331176449,76.19518900055317,"[379.1960766438752, 122.03213027058897, 116.31114741787249, 214.91136466906053, 166.62392224029816, 177.0363224467006, 139.26242171121365, 247.97484840386036, 106.70211961206591, 136.55263050236317, 225.46082251151051]",107426.0754407464,87026.5234731312,"[334600.4248677721, 41453.73785570848, 34410.76125486484, 126083.75594603567, 80734.78874098492, 90799.14168078687, 53189.01693461198, 176502.07928736944, 24982.95108127426, 53955.27734166921, 164974.89485713263]",0.05647639985929503,0.008705155807870698,"[0.04576789565189486, 0.056879351276357716, 0.06249596889191354, 0.05684334588294297, 0.05253961456278392, 0.06170281822467001, 0.05627297170997233, 0.06515942739792611, 0.038413892357694976, 0.07161854746436369, 0.05354656503172518]"
28.67,75.81818181818181,42.79443464241159,"[109, 49, 32, 124, 74, 90, 46, 61, 31, 51, 167]",179.62095637213145,62.12208664098456,"[331.04976615071234, 122.77884702441516, 112.952872087594, 212.49966232751407, 166.80631150734592, 185.27718266648387, 143.1946880885969, 213.0576551269871, 115.5047838690427, 142.0786360364118, 230.63011520834166]",103578.99470454128,84484.51405489663,"[335719.13817072014, 41854.84922745491, 32597.234583378315, 130286.54595727124, 81147.60972090428, 95153.97607812524, 56356.53796601239, 114724.16472144728, 28371.612584492657, 55227.583613050294, 167929.68912709746]",0.056711941946769234,0.00918585609314298,"[0.04625032610918804, 0.062141467701398265, 0.062162693857107064, 0.05580740853099392, 0.051726166511203875, 0.06045170543728758, 0.055372043925613124, 0.06588734406075364, 0.037652343482670665, 0.07285174613219442, 0.053528115666051056]"
28.83,77.9090909090909,44.59474082322835,"[111, 50, 34, 126, 76, 91, 49, 62, 32, 50, 176]",172.19249015921417,43.187651837374844,"[215.08932469688307, 124.43322451916087, 119.95241239891793, 212.36323056058723, 168.43908539440343, 209.703769651708, 142.29330763599972, 213.81535949855427, 115.84490933048897, 138.95281629987807, 233.22995176477437]",89343.57629080328,45911.07864479367,"[125403.03840014976, 42923.09469878821, 36305.49663587158, 130459.18922769072, 83084.67940306454, 134618.80524457153, 59130.40183539539, 116020.87049875266, 30391.879951614203, 53094.649491604214, 171347.2338113332]",0.056779824707695686,0.010355150830586475,"[0.04470482640017097, 0.059121857084618215, 0.06094221000980539, 0.05609777215569452, 0.05390319030160197, 0.06385462207660239, 0.053996209879324, 0.0704005188693376, 0.03471183511665636, 0.07300356011397828, 0.053841469776862924]"
29.0,80.18181818181819,44.986260528784086,"[111, 55, 36, 127, 78, 94, 52, 63, 32, 53, 181]",175.47089028499013,42.09679081220767,"[215.7147034952187, 135.04552036602314, 121.93745255213922, 213.46488800934972, 169.2747404810412, 213.88501937539857, 150.21089866762298, 216.78117266336784, 115.32551163234922, 144.13984525422478, 234.40004063815607]",91388.90757012538,45583.59195104928,"[126371.18920852731, 49854.94833849213, 37323.09928991832, 128743.52443237367, 83985.40438136966, 135503.34824687676, 61817.84354561453, 118621.2436440626, 30399.31231954445, 57132.33208083298, 175525.73778376673]",0.05738689029801951,0.010725950857127846,"[0.04385619585509499, 0.0552104555645118, 0.06497762494408116, 0.05800532474530114, 0.055479148215310414, 0.0649333074331473, 0.054507932102940325, 0.0691394157799344, 0.034105543101630255, 0.0738378740216138, 0.05720297151464906]"
29.17,82.45454545454545,45.675734556465834,"[114, 59, 36, 134, 78, 95, 54, 65, 34, 55, 183]",176.4542500907455,39.11954613786554,"[219.63651531237122, 137.63314260851374, 122.32437786447093, 222.77187817433588, 169.33934811028573, 186.2403471456388, 153.23650524762883, 217.79806888659118, 130.72408382024256, 148.82676253494247, 232.465721293179]",91881.20457791562,43873.732552895926,"[129849.95984591347, 51788.8144443011, 37974.74880370801, 143236.14751614945, 84113.02517445364, 100378.39037648964, 66985.47963264579, 119423.05659661631, 40139.73844827429, 59296.487819513204, 177507.40169900694]",0.05734141754965713,0.009903823001624582,"[0.043444699775058465, 0.05628303397145947, 0.06491512347524693, 0.058187136167699036, 0.052059049310282136, 0.06647331641929026, 0.057980247501726555, 0.06948693939081858, 0.03659802779379402, 0.0690068252979585, 0.056321193942894324]"
29.33,84.18181818181819,46.03654674672761,"[117, 59, 36, 135, 80, 96, 57, 67, 37, 56, 186]",185.49734733521103,36.05007032808122,"[217.35892538519147, 138.32181467331836, 122.2865151173945, 225.11248727233615, 170.73803228836545, 187.27231748613897, 192.61177761051343, 221.53731384706924, 182.50902139340502, 147.53301068715604, 235.18960492643257]",103171.49134765676,40377.23578098354,"[132022.90625368457, 52349.2772964193, 38247.901917221876, 143976.0497099656, 84675.66690635066, 101293.30532825566, 113606.46415523897, 122347.19338066004, 105719.66851381026, 60236.473706782934, 180411.49765583462]",0.05741963436034265,0.009199558548590543,"[0.04740947058103412, 0.057089407580902675, 0.06532026368310825, 0.058517178702126235, 0.050888866291090185, 0.0640545561178191, 0.053824272360400494, 0.06854790507970324, 0.0387600856952098, 0.07131411348533573, 0.05588985838703932]"
29.5,86.45454545454545,47.04968360438492,"[120, 61, 37, 140, 82, 100, 59, 67, 37, 59, 189]",186.26035136680395,37.94697817354872,"[217.82703833104827, 140.70430567312934, 124.72865532822756, 238.91848675828479, 170.1626961617857, 186.86727257278918, 192.86891343645254, 221.26789556629197, 161.84855197112196, 152.8999626873087, 240.7700865484036]",103455.348277812,43262.85500536483,"[132941.53379983036, 53574.9236671871, 40120.596023606246, 166713.7014146793, 85940.97488397216, 102495.28834097236, 114013.39117876122, 122638.58070307286, 74742.82787512976, 63729.42506545819, 181097.58810326245]",0.055585182119203685,0.008951256969210076,"[0.04628416604394922, 0.056515124529609585, 0.05748163072896976, 0.058339561500641124, 0.04586734480957766, 0.06525388938828992, 0.054602897703344686, 0.06634826103655539, 0.03854742045218681, 0.06906747348013546, 0.05312923363798092]"
29.67,88.36363636363636,47.74363355940293,"[121, 64, 39, 143, 84, 101, 61, 70, 37, 59, 193]",184.0793133914533,42.15484948727953,"[228.7272005767129, 194.54265935825475, 122.13800863997228, 238.46159570697256, 168.97974266110475, 188.41894655636622, 166.26742907095633, 210.2071401979225, 112.03098054281895, 153.6764409791718, 241.42230301573318]",101582.7140758724,45672.03053466481,"[137205.1399031204, 94590.47039587719, 40702.72524335275, 167913.24367955784, 87164.58076989527, 102133.5117505947, 81346.74276233985, 124804.73407873136, 34856.22901436936, 64335.0163395133, 182357.4608972442]",0.05494932268178354,0.0089987672475066,"[0.046882286867178664, 0.05564480332529818, 0.05426423541818951, 0.05670563904660353, 0.045297473377442235, 0.06314703444193139, 0.05558735137404711, 0.06858924566659383, 0.03829616363085037, 0.06856381031936137, 0.0514645060321227]"
29.83,90.63636363636364,49.09841693430192,"[125, 66, 39, 147, 86, 105, 64, 72, 37, 59, 197]",182.06297378668793,39.58226110773281,"[228.47407471058457, 190.6516880810039, 126.57546514732344, 224.22225315830755, 167.125345102491, 190.09283408842407, 173.00038225539203, 199.14535451673123, 109.29202157681226, 153.79290330833228, 240.32038970816498]",101960.54432693211,44100.87938419793,"[141606.69948745175, 100441.0560700596, 41048.80883487167, 150661.67726070056, 87536.20713706502, 104987.28248171865, 85637.53877136309, 125760.32924576566, 34912.8201562084, 64581.67718502974, 184391.89096601892]",0.0547606885084358,0.00832223578780682,"[0.0482579891424149, 0.05657254566928745, 0.05554840339906179, 0.05686212833590744, 0.04580703648553213, 0.06054453573220432, 0.05417506854112121, 0.06539401981413949, 0.037651143855777974, 0.06849365821968557, 0.053061044397661516]"
30.0,91.72727272727273,48.889857657986504,"[126, 65, 42, 148, 88, 108, 64, 73, 38, 60, 197]",178.2909374533054,40.79978330161206,"[228.88349524656266, 143.41767054620132, 126.7207358341026, 225.12543889013577, 167.21576567940474, 187.41197069748057, 172.12648999373445, 203.3227194984462, 112.39664474513843, 154.0015201003418, 240.5778607548107]",99110.82646307358,46228.93439885637,"[142299.65467179107, 56764.586822362704, 43979.233243258845, 152179.81263857338, 87745.43322943471, 107191.70686547393, 85090.74528443161, 130052.68783361038, 35127.32965141088, 64801.90314038358, 184985.99771307837]",0.05430800390912112,0.007166897107936576,"[0.04613960088488018, 0.05733253538603379, 0.05542388904159736, 0.05812743672640612, 0.04587450000810044, 0.05856697334894647, 0.05403414831956168, 0.06399389854595179, 0.04096848474258227, 0.06469525344109357, 0.052231322555178636]"
30.17,93.63636363636364,49.09026935610097,"[131, 68, 44, 151, 89, 109, 64, 74, 40, 62, 198]",179.34960544231924,40.74412833595288,"[230.54828521877857, 145.16871326953432, 128.43472718507948, 228.49337599594762, 174.12098857267873, 190.32031773247553, 172.55134990484217, 194.92649235922892, 111.32387365653547, 155.65383267531985, 241.30370329509103]",101159.2856478491,46457.43927424118,"[145081.91835726018, 58139.28496679175, 46178.738442560934, 155744.40149335592, 90770.6796583236, 109606.67002345965, 85494.72998289458, 131310.35223520422, 35522.25502837944, 68568.69159419989, 186334.4203439099]",0.052375373979685176,0.007035009149016653,"[0.045870012503760244, 0.05679713241793379, 0.05672147375347135, 0.05586618432379934, 0.041066231651173866, 0.05234829631787284, 0.0531165046261199, 0.06132468942467367, 0.040001480151963045, 0.06178313071573911, 0.05123397789002983]"
30.33,95.81818181818181,49.78115744298877,"[135, 72, 46, 155, 92, 109, 65, 74, 41, 64, 201]",186.61363574337813,47.56765829685753,"[230.72918447072985, 149.83100472481854, 131.29849319458793, 226.80393821713497, 176.23082652248735, 186.60651886660628, 174.7964644266412, 212.48641701957888, 119.04105436909667, 155.89702200857937, 289.0290693568985]",110293.40574204511,62066.762489219116,"[144922.64433365077, 61023.209979053136, 50231.30894985665, 156476.2739315868, 93712.55631472582, 110020.6423397698, 87060.52947188103, 130679.15256935637, 38299.13506404157, 71991.91576330843, 268810.09444526606]",0.05183220000562536,0.008023141520963771,"[0.047971347048651636, 0.06358653044963755, 0.05174828341434007, 0.053328385607631076, 0.04000480943161762, 0.05132206790755321, 0.05316476287551036, 0.06054941715588667, 0.036582158871696614, 0.06179641241740128, 0.05010002488195285]"
