t,inf-count-mean,inf-count-std,inf-count-list,radial-velocity-mean(um/min),radial-velocity-std(um/min),radial-velocity-list(um/min)
38.83,591.5,253.75716738646022,"[378, 1002, 692, 690, 324, 463]",0.14882310071572183,0.012746598006932003,"[0.16754699514724475, 0.13610588817639854, 0.15679828981573762, 0.15161579243855738, 0.12924548643936845, 0.1516261522770244]"
39.0,605.3333333333334,256.8358749603853,"[386, 1024, 708, 699, 341, 474]",0.14771360431919556,0.011423445810560349,"[0.16160542516786908, 0.13357917541590572, 0.15827711927715865, 0.151330390413664, 0.13156850353991478, 0.14992101210066106]"
39.17,616.1666666666666,257.86773095264687,"[403, 1039, 714, 708, 344, 489]",0.14732896686177058,0.012708546841119703,"[0.16355937345447363, 0.1333587917037167, 0.15670259919042784, 0.15359019660214185, 0.127815770150767, 0.14894707006909644]"
39.33,630.3333333333334,260.0835763108979,"[412, 1056, 731, 723, 358, 502]",0.14531634898618326,0.012431377513103354,"[0.15940173128593177, 0.1328380010810158, 0.15388039599028433, 0.15349596403250484, 0.12464089887577438, 0.14764110265158847]"
39.5,646.5,264.1982210386739,"[422, 1073, 755, 747, 369, 513]",0.14439846822310676,0.012961212747187756,"[0.15720874524053524, 0.13147076572201932, 0.15397603781686103, 0.15488558653475876, 0.12267593499586416, 0.14617373902860192]"
39.67,658.5,263.609370091429,"[436, 1084, 765, 759, 378, 529]",0.14365963104568324,0.013462878852147246,"[0.1561440279166568, 0.1314432024740851, 0.15305041295294547, 0.15193037525895314, 0.11944581878404877, 0.1499439488874101]"
39.83,668.3333333333334,262.0478327837623,"[451, 1096, 767, 766, 390, 540]",0.14434170762621,0.012860820449755605,"[0.15505313213039715, 0.13117385689087865, 0.1527623995485104, 0.15401413634077324, 0.12207413427987268, 0.15097258656682788]"
40.0,678.5,264.15052526921085,"[463, 1108, 775, 785, 398, 542]",0.14380883177226875,0.013902113786616021,"[0.15439936040402263, 0.13079345161307981, 0.15312822621035943, 0.15574685791960002, 0.11904079197915478, 0.14974430250739582]"
40.17,695.8333333333334,271.5992758949601,"[472, 1139, 795, 800, 406, 563]",0.14344633136381235,0.012563307381155126,"[0.15114757940698598, 0.13241061508864654, 0.1520976490672746, 0.15439124906924484, 0.12049882127758746, 0.15013207427313469]"
40.33,707.6666666666666,274.25000759647514,"[482, 1158, 805, 812, 420, 569]",0.1425347412360848,0.011889551449228902,"[0.15020414654707878, 0.1322488501794023, 0.14961320497907776, 0.15349783566958838, 0.12078139394969381, 0.1488630160916679]"
40.5,723.8333333333334,278.7202300994075,"[499, 1186, 819, 825, 433, 581]",0.14180172450888653,0.01258633377831026,"[0.1502700486293207, 0.13266551695254122, 0.1495934601210566, 0.1537091410415426, 0.11793827360825622, 0.1466339067006019]"
40.67,736.6666666666666,281.15167911052333,"[507, 1205, 830, 834, 442, 602]",0.14289844128564994,0.011908183280833432,"[0.15148215042557683, 0.13289805224073153, 0.14958977846248084, 0.1556627392641648, 0.1214947422216734, 0.14626318509927216]"
40.83,753.6666666666666,279.63666903084555,"[528, 1218, 849, 849, 455, 623]",0.14203850904853363,0.011961124308917185,"[0.1512430079733001, 0.131420339236935, 0.14947528022613743, 0.15406733970620298, 0.12080582002182613, 0.14521926712679994]"
41.0,768.6666666666666,287.4283678878386,"[537, 1241, 872, 870, 456, 636]",0.14154578449608288,0.011261105819348966,"[0.15165567204677713, 0.1320825562133166, 0.14887990675511226, 0.15128774102226683, 0.121209013047169, 0.14415981789185534]"
41.17,786.3333333333334,288.6781368006013,"[557, 1258, 903, 882, 471, 647]",0.14103402760381123,0.011850491639532773,"[0.1518131961486724, 0.1319735068804741, 0.14766179941091717, 0.15053022109270192, 0.11886438282927847, 0.14536105926082335]"
41.33,799.8333333333334,292.1509313123384,"[566, 1279, 912, 900, 484, 658]",0.1399379303124572,0.01149583913358244,"[0.1489877160591155, 0.13190935289777866, 0.14643380304046705, 0.15035025469165902, 0.11802671115465213, 0.14391974403107083]"
41.5,815.8333333333334,293.86555883033765,"[584, 1303, 924, 912, 502, 670]",0.13868305353460164,0.011576129560466728,"[0.14657680437852016, 0.13179292284269922, 0.14581445626526487, 0.14929010180723298, 0.11598429390693117, 0.14263974200696133]"
41.67,831.1666666666666,306.8168291777142,"[593, 1346, 940, 921, 504, 683]",0.13853816102366978,0.010996629594836018,"[0.1457956366842975, 0.12976477294540012, 0.1473726302698605, 0.14738108807064504, 0.1180262104320764, 0.14288862773973918]"
41.83,848.5,313.83610372294646,"[607, 1380, 950, 941, 518, 695]",0.13689140748487325,0.010437200445597115,"[0.14423145501698845, 0.12908009774162896, 0.14443848528528608, 0.14594503943756992, 0.11721393452805932, 0.14043943289970673]"
42.0,866.0,321.82168976002845,"[617, 1410, 980, 954, 529, 706]",0.13596942097278153,0.011299363447703256,"[0.14184050122578268, 0.12934298556139917, 0.1449568325189624, 0.1441080109168662, 0.11352462353355089, 0.14204357208012786]"
42.17,881.0,332.1812758118675,"[625, 1445, 993, 974, 537, 712]",0.13532463267242376,0.010221365182654778,"[0.14038076969394092, 0.12923972637708925, 0.14441620677171013, 0.1421885299963251, 0.11515116345556768, 0.14057139973990934]"
42.33,894.5,330.23794451879695,"[648, 1451, 1015, 988, 548, 717]",0.13585518979636985,0.009799031310739269,"[0.14103177367361233, 0.12944663168256845, 0.14474023862559035, 0.14301950287536874, 0.11686611412876677, 0.14002687779231252]"
42.5,911.6666666666666,333.40705851356336,"[662, 1475, 1032, 1002, 560, 739]",0.13523953360987115,0.00919866647935361,"[0.14053735314883292, 0.12741141690636076, 0.14296882343502165, 0.14282141158443998, 0.1183742626114694, 0.13932393397310205]"
42.67,930.6666666666666,340.38194233341267,"[678, 1506, 1050, 1025, 569, 756]",0.13378420471369082,0.009424202273684413,"[0.1403733806611892, 0.12623424726514787, 0.14225489534676095, 0.14069526283099637, 0.1163517603787478, 0.13679568179930285]"
42.83,949.3333333333334,346.44172189080615,"[698, 1539, 1065, 1043, 583, 768]",0.1343685551402706,0.009540687549399797,"[0.1414567337902793, 0.12685171944285803, 0.14450660358848394, 0.13970533620491107, 0.11697256896337926, 0.1367183688517121]"
43.0,966.3333333333334,353.9698668907661,"[706, 1568, 1089, 1057, 590, 788]",0.13403731044464967,0.009212025133337205,"[0.14093689050206018, 0.12655424003904275, 0.14338343621488683, 0.13955543450007293, 0.11725851566378523, 0.13653534574805018]"
43.17,981.5,352.23443897495315,"[723, 1583, 1100, 1074, 616, 793]",0.13399809851918557,0.00955464830437387,"[0.14169824641623513, 0.1256275190571984, 0.14325791210120703, 0.13995538810944855, 0.11694333457608055, 0.13650619085494375]"
43.33,1006.1666666666666,356.8531443978975,"[746, 1619, 1118, 1102, 640, 812]",0.13373426526545898,0.008525387654229756,"[0.140424516192524, 0.12558120281871143, 0.14245065309734503, 0.13789065497027098, 0.11890467627277697, 0.1371538882411254]"
43.5,1023.5,363.7200846805136,"[753, 1645, 1149, 1116, 650, 828]",0.133384456982406,0.008582533295217696,"[0.1390111470566544, 0.12575920525160333, 0.14129387051321346, 0.13674317445246845, 0.11790179468207121, 0.13959754993842527]"
43.67,1042.3333333333333,362.84909627373565,"[780, 1664, 1167, 1130, 666, 847]",0.13318382515335583,0.008359210637672327,"[0.13814002340676065, 0.12366426426387692, 0.14279305056604225, 0.13659145008926107, 0.11989086305943504, 0.13802329953475914]"
43.83,1056.5,364.1701525386176,"[793, 1679, 1179, 1149, 675, 864]",0.13200195635074927,0.009347818992187536,"[0.14002756754948825, 0.123400576315527, 0.14038630246937017, 0.13573784934179486, 0.11538987359947725, 0.13706956882883803]"
44.0,1070.5,365.23293936883624,"[807, 1691, 1204, 1163, 689, 869]",0.13095767763694333,0.010011620995291223,"[0.1393556274640943, 0.12172329317006203, 0.13895109503318664, 0.13600347215042188, 0.1129864267145138, 0.13672615128938143]"
44.17,1084.0,367.36630221074984,"[820, 1706, 1220, 1181, 700, 877]",0.1301977560520201,0.009559627475538825,"[0.13865116705614866, 0.12078755726123144, 0.13845148734929894, 0.13480364575420856, 0.1135662213185259, 0.13492645757270721]"
44.33,1105.5,372.98083060661446,"[845, 1741, 1250, 1188, 718, 891]",0.13041383314113883,0.008557769606607124,"[0.13774220750398775, 0.12195743323414596, 0.13820263644842928, 0.13339095616311328, 0.11563939508021134, 0.13555037041694534]"
44.5,1121.3333333333333,376.9167901097889,"[860, 1765, 1266, 1202, 729, 906]",0.1299094227402825,0.008468993824512574,"[0.1376434262553907, 0.12184258540233664, 0.1376046564985386, 0.13314574044137772, 0.11513383891511204, 0.13408628892893926]"
44.67,1139.6666666666667,386.2204897033127,"[866, 1803, 1291, 1213, 749, 916]",0.1284937665798642,0.008384795671475058,"[0.13798498643235751, 0.1217308447178334, 0.1361056754583519, 0.12984986463721576, 0.11376230135812049, 0.13152892687530607]"
44.83,1160.3333333333333,387.8585652872277,"[889, 1825, 1313, 1239, 770, 926]",0.12786150592166148,0.007980224817209666,"[0.13611882505590517, 0.12155497048491512, 0.13521742247406948, 0.12919144622097034, 0.113551497549504, 0.13153487374460499]"
45.0,1177.0,391.71571324112085,"[901, 1846, 1331, 1263, 783, 938]",0.12771139400714018,0.007087459292614449,"[0.13478333028849007, 0.12127215957281638, 0.13421674444158507, 0.12959429949898105, 0.11534716774935398, 0.1310546624916147]"
45.17,1191.0,392.8923516690036,"[928, 1868, 1339, 1267, 791, 953]",0.1272009898351868,0.007260219280236358,"[0.13575920867476604, 0.1204152725618343, 0.13361679143158658, 0.12806753952358219, 0.11512150949040867, 0.13022561732894294]"
45.33,1205.8333333333333,392.21189001184894,"[939, 1877, 1366, 1282, 812, 959]",0.12603813138024877,0.007140223750668918,"[0.13254634976775875, 0.11927744691855606, 0.1325901590702567, 0.1268702894085834, 0.11384728622741602, 0.13109725688892165]"
45.5,1219.8333333333333,391.4084396978004,"[954, 1881, 1385, 1310, 820, 969]",0.12491695817443678,0.007033533504418603,"[0.13229632902748578, 0.11759643602529161, 0.13091486722043438, 0.12560788380826202, 0.11349449871476162, 0.12959173425038534]"
45.67,1239.8333333333333,397.2940556649025,"[973, 1912, 1408, 1328, 834, 984]",0.12464481324377504,0.006622248749322008,"[0.1305456068711342, 0.11815032274019695, 0.13140336203584826, 0.12496639518662736, 0.11367796407851286, 0.12912522855033065]"
45.83,1253.6666666666667,394.20434633152723,"[990, 1918, 1418, 1349, 846, 1001]",0.12440678173833102,0.00648964078215653,"[0.12863816557427302, 0.1174318551272504, 0.13120064784419588, 0.12639802941810868, 0.1137124559690476, 0.12905953649711047]"
46.0,1269.1666666666667,395.2130648987539,"[1003, 1935, 1434, 1363, 856, 1024]",0.12394092409820667,0.006219226330343997,"[0.12941647416338292, 0.11743710229640345, 0.13038313043423427, 0.12602123276387295, 0.11364094955018669, 0.12674665538115984]"
46.17,1286.5,399.0432307407306,"[1025, 1964, 1446, 1373, 864, 1047]",0.12255170844682524,0.006475899322262432,"[0.1277322396304284, 0.11635375219815351, 0.12862018004575, 0.12540086762258013, 0.11117798159477583, 0.1260252295892636]"
46.33,1306.5,405.0687595952075,"[1035, 1994, 1474, 1390, 882, 1064]",0.12217612264469618,0.006394797043505751,"[0.12781168111527055, 0.11540187594092274, 0.12865146459649351, 0.12516337114320866, 0.11160272643217442, 0.12442561664010725]"
46.5,1327.3333333333333,411.8886580942314,"[1051, 2031, 1488, 1414, 901, 1079]",0.12198574493181132,0.007037630463077935,"[0.12872882532334218, 0.11556698796737008, 0.12791762999905107, 0.12612233933981182, 0.10957144796868226, 0.12400723899261046]"
46.67,1339.5,410.83658551789176,"[1067, 2035, 1501, 1438, 906, 1090]",0.12174832214014852,0.006742028414498583,"[0.1287037740804013, 0.11438355652637808, 0.1278361911265375, 0.12548857314110606, 0.11092733097036116, 0.12315050699610705]"
46.83,1360.8333333333333,417.9858450553878,"[1082, 2074, 1514, 1462, 926, 1107]",0.12055804000768112,0.006115585636198967,"[0.12693811599028887, 0.11384634289448207, 0.12574461083378308, 0.125082781111044, 0.1110057374294583, 0.12073065178703049]"
47.0,1380.6666666666667,423.85075989865425,"[1105, 2111, 1522, 1482, 944, 1120]",0.12047431182247215,0.005995901194523306,"[0.1269389508229524, 0.11449479484960767, 0.1255714573366543, 0.12426906066553958, 0.11059862824955127, 0.1209729790105277]"
47.17,1397.3333333333333,423.37721557337807,"[1121, 2119, 1544, 1511, 956, 1133]",0.1195148104200523,0.0060347414599936835,"[0.12645634394569188, 0.11424527265308318, 0.12463615902452319, 0.12216985200573816, 0.10910545011742956, 0.12047578477384777]"
47.33,1416.0,428.22470736752217,"[1146, 2152, 1547, 1532, 966, 1153]",0.11901030527425845,0.004945192177064355,"[0.12463200663541255, 0.11382598602625478, 0.12360283614724532, 0.12185871505457713, 0.11132881180747708, 0.11881347597458385]"
47.5,1432.6666666666667,430.74478135743755,"[1159, 2170, 1575, 1547, 982, 1163]",0.11820517645928989,0.005025693097643854,"[0.12409326430907575, 0.11316647790951224, 0.12229167663620846, 0.12238813221165654, 0.11084270074241813, 0.11644880694686825]"
47.67,1450.5,435.87647332701954,"[1178, 2209, 1579, 1555, 1006, 1176]",0.11784821051358697,0.005074674208253099,"[0.12374922230779761, 0.11219090871830306, 0.12220702960641094, 0.12166537237802603, 0.11058293710810178, 0.11669379296288243]"
47.83,1472.6666666666667,445.0930988755798,"[1198, 2241, 1618, 1580, 1017, 1182]",0.1173746880557688,0.004833154720586036,"[0.12313110004650325, 0.11053170607800074, 0.12182722486026805, 0.12034933922197096, 0.11181499899787228, 0.11659375912999759]"
48.0,1450.3333333333333,435.81310979210656,"[1184, 2198, 1595, 1564, 1002, 1159]",0.1162448039665855,0.0052769264875617795,"[0.12314253012252456, 0.10944141802287188, 0.121709719118956, 0.11831501072366193, 0.11019897085332431, 0.11466117495817427]"
